,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
2897,GCA_0101613451_1,Unassigned,Unassigned,Unassigned,520_0,Clustered,102,VC_520_0,102,0.9726,1.0,0.9726,1,1,1,1.0
2898,GCA_0101613651_1,Unassigned,Unassigned,Unassigned,520_0,Clustered,102,VC_520_0,102,0.9726,1.0,0.9726,1,1,1,1.0
2899,GCA_0101613951_1,Unassigned,Unassigned,Unassigned,520_0,Clustered,102,VC_520_0,102,0.9726,1.0,0.9726,1,1,1,1.0
2900,GCA_0101613951_2,Unassigned,Unassigned,Unassigned,520_0,Clustered,102,VC_520_0,102,0.9726,1.0,0.9726,1,1,1,1.0
2901,GCA_0101614151_1,Unassigned,Unassigned,Unassigned,520_0,Clustered,102,VC_520_0,102,0.9726,1.0,0.9726,1,1,1,1.0
2902,GCA_0101614451_1,Unassigned,Unassigned,Unassigned,464_0,Clustered,12,VC_464_0,12,0.5069,1.0,0.5069,1,1,1,1.0
2903,GCA_0101614751_1,Unassigned,Unassigned,Unassigned,484_0,Clustered,22,VC_484_0,22,0.656,1.0,0.656,1,1,1,1.0
2904,GCA_0101614951_1,Unassigned,Unassigned,Unassigned,464_0,Clustered,12,VC_464_0,12,0.5069,1.0,0.5069,1,1,1,1.0
2905,GCA_0101615051_1,Unassigned,Unassigned,Unassigned,484_0,Clustered,22,VC_484_0,22,0.656,1.0,0.656,1,1,1,1.0
2906,GCA_0101615351_1,Unassigned,Unassigned,Unassigned,464_0,Clustered,12,VC_464_0,12,0.5069,1.0,0.5069,1,1,1,1.0
2907,GCA_0101615451_1,Unassigned,Unassigned,Unassigned,484_0,Clustered,22,VC_484_0,22,0.656,1.0,0.656,1,1,1,1.0
2908,GCA_0101615551_1,Unassigned,Unassigned,Unassigned,484_0,Clustered,22,VC_484_0,22,0.656,1.0,0.656,1,1,1,1.0
2909,GCA_0101616051_1,Unassigned,Unassigned,Unassigned,477_0,Clustered,23,VC_477_0,23,0.5128,1.0,0.5128,1,1,1,1.0
2910,GCA_0101616151_1,Unassigned,Unassigned,Unassigned,494_0,Clustered,157,VC_494_0,157,0.6621,1.0,0.6621,1,2,2,1.0
2911,GCA_0101616251_1,Unassigned,Unassigned,Unassigned,494_0,Clustered,157,VC_494_0,157,0.6621,1.0,0.6621,1,2,2,1.0
2912,GCA_0101616551_1,Unassigned,Unassigned,Unassigned,520_0,Clustered,102,VC_520_0,102,0.9726,1.0,0.9726,1,1,1,1.0
2913,GCA_0101616551_2,Unassigned,Unassigned,Unassigned,485_0,Clustered,58,VC_485_0,58,0.948,1.0,0.948,1,1,1,1.0
2914,GCA_0101616951_1,Unassigned,Unassigned,Unassigned,475_0,Clustered,52,VC_475_0,52,0.8062,1.0,0.8062,1,1,1,1.0
2915,GCA_0101617051_1,Unassigned,Unassigned,Unassigned,489_0,Clustered,14,VC_489_0,14,1.0,1.0,1.0,1,1,1,1.0
2916,GCA_0101617051_3,Unassigned,Unassigned,Unassigned,492_0,Clustered,16,VC_492_0,16,0.0862,1.0,0.0862,1,1,1,1.0
2917,GCA_0101617351_1,Unassigned,Unassigned,Unassigned,475_0,Clustered,52,VC_475_0,52,0.8062,1.0,0.8062,1,1,1,1.0
2918,GCA_0101617451_1,Unassigned,Unassigned,Unassigned,446_0,Clustered,11,VC_446_0,11,0.288,1.0,0.288,1,1,1,1.0
2919,GCA_0101617451_2,Unassigned,Unassigned,Unassigned,492_0,Clustered,16,VC_492_0,16,0.0862,1.0,0.0862,1,1,1,1.0
2920,GCA_0101617651_1,Unassigned,Unassigned,Unassigned,496_0,Clustered,23,VC_496_0,23,0.6435,1.0,0.6435,1,1,1,1.0
2921,GCA_0101617951_1,Unassigned,Unassigned,Unassigned,520_0,Clustered,102,VC_520_0,102,0.9726,1.0,0.9726,1,1,1,1.0
2922,GCA_0101617951_2,Unassigned,Unassigned,Unassigned,485_0,Clustered,58,VC_485_0,58,0.948,1.0,0.948,1,1,1,1.0
2923,GCA_0101617951_3,Unassigned,Unassigned,Unassigned,520_0,Clustered,102,VC_520_0,102,0.9726,1.0,0.9726,1,1,1,1.0
2924,GCA_0101618051_1,Unassigned,Unassigned,Unassigned,520_0,Clustered,102,VC_520_0,102,0.9726,1.0,0.9726,1,1,1,1.0
2925,GCA_0101618051_2,Unassigned,Unassigned,Unassigned,485_0,Clustered,58,VC_485_0,58,0.948,1.0,0.948,1,1,1,1.0
2926,GCA_0101618051_3,Unassigned,Unassigned,Unassigned,520_0,Clustered,102,VC_520_0,102,0.9726,1.0,0.9726,1,1,1,1.0
2927,GCA_0101618351_1,Unassigned,Unassigned,Unassigned,398_0,Clustered,19,VC_398_0,19,0.487,1.0,0.487,1,1,1,1.0
2928,GCA_0101618651_1,Unassigned,Unassigned,Unassigned,475_0,Clustered,52,VC_475_0,52,0.8062,1.0,0.8062,1,1,1,1.0
2929,GCA_0101618851_1,Unassigned,Unassigned,Unassigned,477_0,Clustered,23,VC_477_0,23,0.5128,1.0,0.5128,1,1,1,1.0
2930,GCA_0101619351_1,Unassigned,Unassigned,Unassigned,496_0,Clustered,23,VC_496_0,23,0.6435,1.0,0.6435,1,1,1,1.0
2931,GCA_0101619551_1,Unassigned,Unassigned,Unassigned,520_0,Clustered,102,VC_520_0,102,0.9726,1.0,0.9726,1,1,1,1.0
2932,GCA_0101619551_2,Unassigned,Unassigned,Unassigned,485_0,Clustered,58,VC_485_0,58,0.948,1.0,0.948,1,1,1,1.0
2933,GCA_0101619551_3,Unassigned,Unassigned,Unassigned,520_0,Clustered,102,VC_520_0,102,0.9726,1.0,0.9726,1,1,1,1.0
2934,GCA_0101619651_1,Unassigned,Unassigned,Unassigned,515_0,Clustered,4,VC_515_0,4,0.0595,0.99900016,0.0595,1,1,1,1.0
2935,GCA_0101619651_2,Unassigned,Unassigned,Unassigned,496_0,Clustered,23,VC_496_0,23,0.6435,1.0,0.6435,1,1,1,1.0
2936,GCA_0101619851_1,Unassigned,Unassigned,Unassigned,489_0,Clustered,14,VC_489_0,14,1.0,1.0,1.0,1,1,1,1.0
2937,GCA_0101619851_2,Unassigned,Unassigned,Unassigned,492_0,Clustered,16,VC_492_0,16,0.0862,1.0,0.0862,1,1,1,1.0
2938,GCA_0101620151_1,Unassigned,Unassigned,Unassigned,475_0,Clustered,52,VC_475_0,52,0.8062,1.0,0.8062,1,1,1,1.0
2939,GCA_0101620451_1,Unassigned,Unassigned,Unassigned,494_0,Clustered,157,VC_494_0,157,0.6621,1.0,0.6621,1,2,2,1.0
2940,GCA_0101620751_1,Unassigned,Unassigned,Unassigned,494_0,Clustered,157,VC_494_0,157,0.6621,1.0,0.6621,1,2,2,1.0
2941,GCA_0101620851_1,Unassigned,Unassigned,Unassigned,494_0,Clustered,157,VC_494_0,157,0.6621,1.0,0.6621,1,2,2,1.0
2942,GCA_0101621151_1,Unassigned,Unassigned,Unassigned,520_0,Clustered,102,VC_520_0,102,0.9726,1.0,0.9726,1,1,1,1.0
2943,GCA_0101621151_2,Unassigned,Unassigned,Unassigned,485_0,Clustered,58,VC_485_0,58,0.948,1.0,0.948,1,1,1,1.0
2944,GCA_0101621551_1,Unassigned,Unassigned,Unassigned,492_0,Clustered,16,VC_492_0,16,0.0862,1.0,0.0862,1,1,1,1.0
2945,GCA_0101621551_2,Unassigned,Unassigned,Unassigned,446_0,Clustered,11,VC_446_0,11,0.288,1.0,0.288,1,1,1,1.0
2946,GCA_0101621651_1,Unassigned,Unassigned,Unassigned,473_0,Clustered,58,VC_473_0,58,0.8765,1.0,0.8765,1,1,1,1.0
2947,GCA_0101621751_1,Unassigned,Unassigned,Unassigned,477_0,Clustered,23,VC_477_0,23,0.5128,1.0,0.5128,1,1,1,1.0
2948,GCA_0101622151_1,Unassigned,Unassigned,Unassigned,496_0,Clustered,23,VC_496_0,23,0.6435,1.0,0.6435,1,1,1,1.0
2949,GCA_0101622351_1,Unassigned,Unassigned,Unassigned,496_0,Clustered,23,VC_496_0,23,0.6435,1.0,0.6435,1,1,1,1.0
2950,GCA_0101622551_1,Unassigned,Unassigned,Unassigned,494_0,Clustered,157,VC_494_0,157,0.6621,1.0,0.6621,1,2,2,1.0
2951,GCA_0101622751_1,Unassigned,Unassigned,Unassigned,440_0,Clustered,103,VC_440_0,103,0.8678,1.0,0.8678,1,1,1,1.0
2952,GCA_0101622751_2,Unassigned,Unassigned,Unassigned,489_0,Clustered,14,VC_489_0,14,1.0,1.0,1.0,1,1,1,1.0
2953,GCA_0101622851_1,Unassigned,Unassigned,Unassigned,452_0,Clustered,24,VC_452_0,24,0.2958,1.0,0.2958,1,1,1,1.0
2954,GCA_0101622851_2,Unassigned,Unassigned,Unassigned,397_0,Clustered,30,VC_397_0,30,0.3535,1.0,0.3535,1,1,1,1.0
2955,GCA_0101622851_3,Unassigned,Unassigned,Unassigned,452_0,Clustered,24,VC_452_0,24,0.2958,1.0,0.2958,1,1,1,1.0
2956,GCA_0101622851_4,Unassigned,Unassigned,Unassigned,393_0,Clustered,20,VC_393_0,20,0.5377,1.0,0.5377,1,1,1,1.0
2957,GCA_0101622851_5,Unassigned,Unassigned,Unassigned,444_0,Clustered,18,VC_444_0,18,0.3366,1.0,0.3366,1,1,1,1.0
2958,GCA_0101623351_1,Unassigned,Unassigned,Unassigned,477_0,Clustered,23,VC_477_0,23,0.5128,1.0,0.5128,1,1,1,1.0
2959,GCA_0101623551_1,Unassigned,Unassigned,Unassigned,494_0,Clustered,157,VC_494_0,157,0.6621,1.0,0.6621,1,2,2,1.0
2960,GCA_0101623751_1,Unassigned,Unassigned,Unassigned,496_0,Clustered,23,VC_496_0,23,0.6435,1.0,0.6435,1,1,1,1.0
2961,GCA_0101623851_1,Unassigned,Unassigned,Unassigned,475_0,Clustered,52,VC_475_0,52,0.8062,1.0,0.8062,1,1,1,1.0
2962,GCA_0101624551_1,Unassigned,Unassigned,Unassigned,494_0,Clustered,157,VC_494_0,157,0.6621,1.0,0.6621,1,2,2,1.0
2963,GCA_0101624751_1,Unassigned,Unassigned,Unassigned,477_0,Clustered,23,VC_477_0,23,0.5128,1.0,0.5128,1,1,1,1.0
2964,GCA_0101624951_1,Unassigned,Unassigned,Unassigned,494_0,Clustered,157,VC_494_0,157,0.6621,1.0,0.6621,1,2,2,1.0
2965,GCA_0101625051_1,Unassigned,Unassigned,Unassigned,520_0,Clustered,102,VC_520_0,102,0.9726,1.0,0.9726,1,1,1,1.0
2966,GCA_0101625051_2,Unassigned,Unassigned,Unassigned,485_0,Clustered,58,VC_485_0,58,0.948,1.0,0.948,1,1,1,1.0
2967,GCA_0101625051_3,Unassigned,Unassigned,Unassigned,520_0,Clustered,102,VC_520_0,102,0.9726,1.0,0.9726,1,1,1,1.0
2968,GCA_0101625351_1,Unassigned,Unassigned,Unassigned,475_0,Clustered,52,VC_475_0,52,0.8062,1.0,0.8062,1,1,1,1.0
2969,GCA_0101625551_1,Unassigned,Unassigned,Unassigned,492_0,Clustered,16,VC_492_0,16,0.0862,1.0,0.0862,1,1,1,1.0
2970,GCA_0101625551_2,Unassigned,Unassigned,Unassigned,446_0,Clustered,11,VC_446_0,11,0.288,1.0,0.288,1,1,1,1.0
2971,GCA_0101625751_1,Unassigned,Unassigned,Unassigned,496_0,Clustered,23,VC_496_0,23,0.6435,1.0,0.6435,1,1,1,1.0
2972,GCA_0101625851_1,Unassigned,Unassigned,Unassigned,473_0,Clustered,58,VC_473_0,58,0.8765,1.0,0.8765,1,1,1,1.0
2973,GCA_0101625951_1,Unassigned,Unassigned,Unassigned,477_0,Clustered,23,VC_477_0,23,0.5128,1.0,0.5128,1,1,1,1.0
2974,GCA_0101626351_1,Unassigned,Unassigned,Unassigned,496_0,Clustered,23,VC_496_0,23,0.6435,1.0,0.6435,1,1,1,1.0
2975,GCA_0101626551_1,Unassigned,Unassigned,Unassigned,485_0,Clustered,58,VC_485_0,58,0.948,1.0,0.948,1,1,1,1.0
2976,GCA_0101626551_2,Unassigned,Unassigned,Unassigned,520_0,Clustered,102,VC_520_0,102,0.9726,1.0,0.9726,1,1,1,1.0
2977,GCA_0101626751_1,Unassigned,Unassigned,Unassigned,398_0,Clustered,19,VC_398_0,19,0.487,1.0,0.487,1,1,1,1.0
2978,GCA_0101626751_2,Unassigned,Unassigned,Unassigned,489_0,Clustered,14,VC_489_0,14,1.0,1.0,1.0,1,1,1,1.0
2979,GCA_0101626851_1,Unassigned,Unassigned,Unassigned,475_0,Clustered,52,VC_475_0,52,0.8062,1.0,0.8062,1,1,1,1.0
2980,GCA_0101626951_1,Unassigned,Unassigned,Unassigned,398_0,Clustered,19,VC_398_0,19,0.487,1.0,0.487,1,1,1,1.0
2981,GCA_0101627451_1,Unassigned,Unassigned,Unassigned,494_0,Clustered,157,VC_494_0,157,0.6621,1.0,0.6621,1,2,2,1.0
2982,GCA_0101627451_2,Unassigned,Unassigned,Unassigned,463_0,Clustered,13,VC_463_0,13,0.2855,1.0,0.2855,1,1,1,1.0
2983,GCA_0101627451_3,Unassigned,Unassigned,Unassigned,494_0,Clustered,157,VC_494_0,157,0.6621,1.0,0.6621,1,2,2,1.0
2984,GCA_0101627751_1,Unassigned,Unassigned,Unassigned,494_0,Clustered,157,VC_494_0,157,0.6621,1.0,0.6621,1,2,2,1.0
2985,GCA_0101627951_1,Unassigned,Unassigned,Unassigned,520_0,Clustered,102,VC_520_0,102,0.9726,1.0,0.9726,1,1,1,1.0
2986,GCA_0101627951_2,Unassigned,Unassigned,Unassigned,485_0,Clustered,58,VC_485_0,58,0.948,1.0,0.948,1,1,1,1.0
2987,GCA_0101627951_3,Unassigned,Unassigned,Unassigned,520_0,Clustered,102,VC_520_0,102,0.9726,1.0,0.9726,1,1,1,1.0
2988,GCA_0101628051_1,Unassigned,Unassigned,Unassigned,496_0,Clustered,23,VC_496_0,23,0.6435,1.0,0.6435,1,1,1,1.0
2989,GCA_0101628351_1,Unassigned,Unassigned,Unassigned,452_0,Clustered,24,VC_452_0,24,0.2958,1.0,0.2958,1,1,1,1.0
2990,GCA_0101628351_2,Unassigned,Unassigned,Unassigned,393_0,Clustered,20,VC_393_0,20,0.5377,1.0,0.5377,1,1,1,1.0
2991,GCA_0101628351_3,Unassigned,Unassigned,Unassigned,397_0,Clustered,30,VC_397_0,30,0.3535,1.0,0.3535,1,1,1,1.0
2992,GCA_0101628351_4,Unassigned,Unassigned,Unassigned,444_0,Clustered,18,VC_444_0,18,0.3366,1.0,0.3366,1,1,1,1.0
2993,GCA_0101628751_2,Unassigned,Unassigned,Unassigned,496_0,Clustered,23,VC_496_0,23,0.6435,1.0,0.6435,1,1,1,1.0
2994,GCA_0101629151_1,Unassigned,Unassigned,Unassigned,494_0,Clustered,157,VC_494_0,157,0.6621,1.0,0.6621,1,2,2,1.0
2995,GCA_0101629251_1,Unassigned,Unassigned,Unassigned,475_0,Clustered,52,VC_475_0,52,0.8062,1.0,0.8062,1,1,1,1.0
2996,GCA_0101629351_1,Unassigned,Unassigned,Unassigned,520_0,Clustered,102,VC_520_0,102,0.9726,1.0,0.9726,1,1,1,1.0
2997,GCA_0101629351_2,Unassigned,Unassigned,Unassigned,485_0,Clustered,58,VC_485_0,58,0.948,1.0,0.948,1,1,1,1.0
2998,GCA_0101629351_3,Unassigned,Unassigned,Unassigned,520_0,Clustered,102,VC_520_0,102,0.9726,1.0,0.9726,1,1,1,1.0
2999,GCA_0101629951_1,Unassigned,Unassigned,Unassigned,489_0,Clustered,14,VC_489_0,14,1.0,1.0,1.0,1,1,1,1.0
3000,GCA_0101629951_2,Unassigned,Unassigned,Unassigned,473_0,Clustered,58,VC_473_0,58,0.8765,1.0,0.8765,1,1,1,1.0
3001,GCA_0101650751_1,Unassigned,Unassigned,Unassigned,498_0,Clustered,5,VC_498_0,5,0.575,0.99999993,0.575,1,1,1,1.0
3002,GCA_0101650751_2,Unassigned,Unassigned,Unassigned,488_0,Clustered,8,VC_488_0,8,0.2201,1.0,0.2201,1,1,1,1.0
3003,GCA_0101650751_3,Unassigned,Unassigned,Unassigned,505_0,Clustered,10,VC_505_0,10,0.3413,1.0,0.3413,1,1,1,1.0
3004,GCA_0101650851_1,Unassigned,Unassigned,Unassigned,440_0,Clustered,103,VC_440_0,103,0.8678,1.0,0.8678,1,1,1,1.0
3005,GCA_0101650851_2,Unassigned,Unassigned,Unassigned,443_0,Clustered,91,VC_443_0,91,0.861,1.0,0.861,1,1,1,1.0
3006,GCA_0101651051_1,Unassigned,Unassigned,Unassigned,440_0,Clustered,103,VC_440_0,103,0.8678,1.0,0.8678,1,1,1,1.0
3007,GCA_0101651051_2,Unassigned,Unassigned,Unassigned,443_0,Clustered,91,VC_443_0,91,0.861,1.0,0.861,1,1,1,1.0
3008,GCA_0101651251_1,Unassigned,Unassigned,Unassigned,440_0,Clustered,103,VC_440_0,103,0.8678,1.0,0.8678,1,1,1,1.0
3009,GCA_0101651251_2,Unassigned,Unassigned,Unassigned,443_0,Clustered,91,VC_443_0,91,0.861,1.0,0.861,1,1,1,1.0
3010,GCA_0101651451_1,Unassigned,Unassigned,Unassigned,521_0,Clustered,46,VC_521_0,46,0.9398,1.0,0.9398,1,1,1,1.0
3011,GCA_0101651751_1,Unassigned,Unassigned,Unassigned,440_0,Clustered,103,VC_440_0,103,0.8678,1.0,0.8678,1,1,1,1.0
3012,GCA_0101651751_2,Unassigned,Unassigned,Unassigned,443_0,Clustered,91,VC_443_0,91,0.861,1.0,0.861,1,1,1,1.0
3013,GCA_0101651851_1,Unassigned,Unassigned,Unassigned,401_0,Clustered,49,VC_401_0,49,0.9171,1.0,0.9171,1,1,1,1.0
3014,GCA_0101652151_1,Unassigned,Unassigned,Unassigned,440_0,Clustered,103,VC_440_0,103,0.8678,1.0,0.8678,1,1,1,1.0
3015,GCA_0101652151_2,Unassigned,Unassigned,Unassigned,443_0,Clustered,91,VC_443_0,91,0.861,1.0,0.861,1,1,1,1.0
3016,GCA_0101652351_1,Unassigned,Unassigned,Unassigned,393_0,Clustered,20,VC_393_0,20,0.5377,1.0,0.5377,1,1,1,1.0
3017,GCA_0101652351_2,Unassigned,Unassigned,Unassigned,521_0,Clustered,46,VC_521_0,46,0.9398,1.0,0.9398,1,1,1,1.0
3018,GCA_0101652551_1,Unassigned,Unassigned,Unassigned,488_0,Clustered,8,VC_488_0,8,0.2201,1.0,0.2201,1,1,1,1.0
3019,GCA_0101652551_2,Unassigned,Unassigned,Unassigned,505_0,Clustered,10,VC_505_0,10,0.3413,1.0,0.3413,1,1,1,1.0
3020,GCA_0101652651_1,Unassigned,Unassigned,Unassigned,440_0,Clustered,103,VC_440_0,103,0.8678,1.0,0.8678,1,1,1,1.0
3021,GCA_0101652651_2,Unassigned,Unassigned,Unassigned,443_0,Clustered,91,VC_443_0,91,0.861,1.0,0.861,1,1,1,1.0
3022,GCA_0101652751_1,Unassigned,Unassigned,Unassigned,440_0,Clustered,103,VC_440_0,103,0.8678,1.0,0.8678,1,1,1,1.0
3023,GCA_0101652751_2,Unassigned,Unassigned,Unassigned,443_0,Clustered,91,VC_443_0,91,0.861,1.0,0.861,1,1,1,1.0
3024,GCA_0101653151_1,Unassigned,Unassigned,Unassigned,470_0,Clustered,28,VC_470_0,28,0.6864,1.0,0.6864,1,1,1,1.0
3025,GCA_0101653351_1,Unassigned,Unassigned,Unassigned,401_0,Clustered,49,VC_401_0,49,0.9171,1.0,0.9171,1,1,1,1.0
3026,GCA_0101653451_1,Unassigned,Unassigned,Unassigned,505_0,Clustered,10,VC_505_0,10,0.3413,1.0,0.3413,1,1,1,1.0
3027,GCA_0101653451_2,Unassigned,Unassigned,Unassigned,498_0,Clustered,5,VC_498_0,5,0.575,0.99999993,0.575,1,1,1,1.0
3028,GCA_0101653451_3,Unassigned,Unassigned,Unassigned,488_0,Clustered,8,VC_488_0,8,0.2201,1.0,0.2201,1,1,1,1.0
3029,GCA_0101653551_1,Unassigned,Unassigned,Unassigned,440_0,Clustered,103,VC_440_0,103,0.8678,1.0,0.8678,1,1,1,1.0
3030,GCA_0101653551_2,Unassigned,Unassigned,Unassigned,443_0,Clustered,91,VC_443_0,91,0.861,1.0,0.861,1,1,1,1.0
3031,GCA_0101653651_1,Unassigned,Unassigned,Unassigned,401_0,Clustered,49,VC_401_0,49,0.9171,1.0,0.9171,1,1,1,1.0
3032,GCA_0101653751_1,Unassigned,Unassigned,Unassigned,393_0,Clustered,20,VC_393_0,20,0.5377,1.0,0.5377,1,1,1,1.0
3033,GCA_0101653751_2,Unassigned,Unassigned,Unassigned,521_0,Clustered,46,VC_521_0,46,0.9398,1.0,0.9398,1,1,1,1.0
3034,GCA_0101654351_1,Unassigned,Unassigned,Unassigned,509_0,Clustered,38,VC_509_0,38,0.9724,1.0,0.9724,1,1,1,1.0
3035,GCA_0101654551_1,Unassigned,Unassigned,Unassigned,470_0,Clustered,28,VC_470_0,28,0.6864,1.0,0.6864,1,1,1,1.0
3036,GCA_0101654651_1,Unassigned,Unassigned,Unassigned,521_0,Clustered,46,VC_521_0,46,0.9398,1.0,0.9398,1,1,1,1.0
3037,GCA_0101654951_1,Unassigned,Unassigned,Unassigned,440_0,Clustered,103,VC_440_0,103,0.8678,1.0,0.8678,1,1,1,1.0
3038,GCA_0101654951_2,Unassigned,Unassigned,Unassigned,443_0,Clustered,91,VC_443_0,91,0.861,1.0,0.861,1,1,1,1.0
3039,GCA_0101655051_1,Unassigned,Unassigned,Unassigned,401_0,Clustered,49,VC_401_0,49,0.9171,1.0,0.9171,1,1,1,1.0
3040,GCA_0101655151_1,Unassigned,Unassigned,Unassigned,401_0,Clustered,49,VC_401_0,49,0.9171,1.0,0.9171,1,1,1,1.0
3041,GCA_0101655551_1,Unassigned,Unassigned,Unassigned,498_0,Clustered,5,VC_498_0,5,0.575,0.99999993,0.575,1,1,1,1.0
3042,GCA_0101655551_2,Unassigned,Unassigned,Unassigned,488_0,Clustered,8,VC_488_0,8,0.2201,1.0,0.2201,1,1,1,1.0
3043,GCA_0101655551_3,Unassigned,Unassigned,Unassigned,505_0,Clustered,10,VC_505_0,10,0.3413,1.0,0.3413,1,1,1,1.0
3044,GCA_0101655751_1,Unassigned,Unassigned,Unassigned,440_0,Clustered,103,VC_440_0,103,0.8678,1.0,0.8678,1,1,1,1.0
3045,GCA_0101655751_2,Unassigned,Unassigned,Unassigned,443_0,Clustered,91,VC_443_0,91,0.861,1.0,0.861,1,1,1,1.0
3046,GCA_0101655951_1,Unassigned,Unassigned,Unassigned,440_0,Clustered,103,VC_440_0,103,0.8678,1.0,0.8678,1,1,1,1.0
3047,GCA_0101655951_2,Unassigned,Unassigned,Unassigned,443_0,Clustered,91,VC_443_0,91,0.861,1.0,0.861,1,1,1,1.0
3048,GCA_0101656051_1,Unassigned,Unassigned,Unassigned,440_0,Clustered,103,VC_440_0,103,0.8678,1.0,0.8678,1,1,1,1.0
3049,GCA_0101656051_2,Unassigned,Unassigned,Unassigned,443_0,Clustered,91,VC_443_0,91,0.861,1.0,0.861,1,1,1,1.0
3050,GCA_0101656351_1,Unassigned,Unassigned,Unassigned,401_0,Clustered,49,VC_401_0,49,0.9171,1.0,0.9171,1,1,1,1.0
3051,GCA_0101656551_1,Unassigned,Unassigned,Unassigned,509_0,Clustered,38,VC_509_0,38,0.9724,1.0,0.9724,1,1,1,1.0
3052,GCA_0101656651_1,Unassigned,Unassigned,Unassigned,440_0,Clustered,103,VC_440_0,103,0.8678,1.0,0.8678,1,1,1,1.0
3053,GCA_0101656651_2,Unassigned,Unassigned,Unassigned,443_0,Clustered,91,VC_443_0,91,0.861,1.0,0.861,1,1,1,1.0
3054,GCA_0101656951_2,Unassigned,Unassigned,Unassigned,473_0,Clustered,58,VC_473_0,58,0.8765,1.0,0.8765,1,1,1,1.0
3055,GCA_0101657351_1,Unassigned,Unassigned,Unassigned,509_0,Clustered,38,VC_509_0,38,0.9724,1.0,0.9724,1,1,1,1.0
3056,GCA_0101657451_1,Unassigned,Unassigned,Unassigned,401_0,Clustered,49,VC_401_0,49,0.9171,1.0,0.9171,1,1,1,1.0
3057,GCA_0101657751_1,Unassigned,Unassigned,Unassigned,401_0,Clustered,49,VC_401_0,49,0.9171,1.0,0.9171,1,1,1,1.0
3058,GCA_0101657851_1,Unassigned,Unassigned,Unassigned,401_0,Clustered,49,VC_401_0,49,0.9171,1.0,0.9171,1,1,1,1.0
3059,GCA_0101658051_1,Unassigned,Unassigned,Unassigned,470_0,Clustered,28,VC_470_0,28,0.6864,1.0,0.6864,1,1,1,1.0
3060,GCA_0101658251_1,Unassigned,Unassigned,Unassigned,488_0,Clustered,8,VC_488_0,8,0.2201,1.0,0.2201,1,1,1,1.0
3061,GCA_0101658551_1,Unassigned,Unassigned,Unassigned,440_0,Clustered,103,VC_440_0,103,0.8678,1.0,0.8678,1,1,1,1.0
3062,GCA_0101658551_2,Unassigned,Unassigned,Unassigned,443_0,Clustered,91,VC_443_0,91,0.861,1.0,0.861,1,1,1,1.0
3063,GCA_0101658751_1,Unassigned,Unassigned,Unassigned,440_0,Clustered,103,VC_440_0,103,0.8678,1.0,0.8678,1,1,1,1.0
3064,GCA_0101658751_2,Unassigned,Unassigned,Unassigned,443_0,Clustered,91,VC_443_0,91,0.861,1.0,0.861,1,1,1,1.0
3065,GCA_0101658951_1,Unassigned,Unassigned,Unassigned,440_0,Clustered,103,VC_440_0,103,0.8678,1.0,0.8678,1,1,1,1.0
3066,GCA_0101658951_2,Unassigned,Unassigned,Unassigned,443_0,Clustered,91,VC_443_0,91,0.861,1.0,0.861,1,1,1,1.0
3067,GCA_0101659051_1,Unassigned,Unassigned,Unassigned,509_0,Clustered,38,VC_509_0,38,0.9724,1.0,0.9724,1,1,1,1.0
3068,GCA_0101659051_2,Unassigned,Unassigned,Unassigned,443_0,Clustered,91,VC_443_0,91,0.861,1.0,0.861,1,1,1,1.0
3069,GCA_0101659151_1,Unassigned,Unassigned,Unassigned,401_0,Clustered,49,VC_401_0,49,0.9171,1.0,0.9171,1,1,1,1.0
3070,GCA_0101659551_1,Unassigned,Unassigned,Unassigned,401_0,Clustered,49,VC_401_0,49,0.9171,1.0,0.9171,1,1,1,1.0
3071,GCA_0101659651_1,Unassigned,Unassigned,Unassigned,440_0,Clustered,103,VC_440_0,103,0.8678,1.0,0.8678,1,1,1,1.0
3072,GCA_0101659651_2,Unassigned,Unassigned,Unassigned,443_0,Clustered,91,VC_443_0,91,0.861,1.0,0.861,1,1,1,1.0
3073,GCA_0101659951_1,Unassigned,Unassigned,Unassigned,465_0,Clustered,18,VC_465_0,18,0.6998,1.0,0.6998,1,1,1,1.0
3074,GCA_0101659951_2,Unassigned,Unassigned,Unassigned,442_0,Clustered,43,VC_442_0,43,0.5512,1.0,0.5512,1,1,1,1.0
3075,GCA_0101660051_1,Unassigned,Unassigned,Unassigned,505_0,Clustered,10,VC_505_0,10,0.3413,1.0,0.3413,1,1,1,1.0
3076,GCA_0101660151_1,Unassigned,Unassigned,Unassigned,490_0,Clustered,18,VC_490_0,18,0.6933,1.0,0.6933,1,1,1,1.0
3077,GCA_0101660151_2,Unassigned,Unassigned,Unassigned,456_0,Clustered,22,VC_456_0,22,0.5141,1.0,0.5141,1,1,1,1.0
3078,GCA_0101660551_1,Unassigned,Unassigned,Unassigned,440_0,Clustered,103,VC_440_0,103,0.8678,1.0,0.8678,1,1,1,1.0
3079,GCA_0101660551_2,Unassigned,Unassigned,Unassigned,443_0,Clustered,91,VC_443_0,91,0.861,1.0,0.861,1,1,1,1.0
3080,GCA_0101660651_1,Unassigned,Unassigned,Unassigned,440_0,Clustered,103,VC_440_0,103,0.8678,1.0,0.8678,1,1,1,1.0
